id_drug_i,id_drug_j,name_i,name_j,description,severity
DB00472,DB01136,Fluoxetine,Carvedilol,The SSRI increases the effect of the beta-blocker,Moderate
DB00472,DB01142,Fluoxetine,Doxepin,Fluoxetine increases the effect and toxicity of tricyclics,
DB00472,DB01151,Fluoxetine,Desipramine,Fluoxetine increases the effect and toxicity of tricyclics,
DB00472,DB01166,Fluoxetine,Cilostazol,Increases the effect of cilostazol,
DB00472,DB01182,Fluoxetine,Propafenone,Increases the effect and toxicity of propafenone,
DB00472,DB01211,Fluoxetine,Clarithromycin,Possible serotoninergic syndrome with this combination,
DB00472,DB01242,Fluoxetine,Clomipramine,Fluoxetine increases the effect and toxicity of tricyclics,
DB00472,DB01320,Fluoxetine,Fosphenytoin,Fluoxetine increases the effect of phenytoin,
DB00472,DB01356,Fluoxetine,Lithium cation,The SSRI increases serum levels of lithium,Major
DB00472,DB01576,Fluoxetine,Dextroamphetamine,Risk of serotoninergic syndrome,
DB00474,DB00571,Methohexital,Propranolol,The barbiturate decreases the effect of metabolized beta-blocker,
DB00474,DB00603,Methohexital,Medroxyprogesterone acetate,The enzyme inducer decreases the effect of hormones,
DB00474,DB00635,Methohexital,Prednisone,The barbiturate decreases the effect of the corticosteroid,
DB00474,DB00741,Methohexital,Hydrocortisone,The barbiturate decreases the effect of the corticosteroid,
DB00474,DB00783,Methohexital,Estradiol,The enzyme inducer decreases the effect of hormones,
DB00474,DB01234,Methohexital,Dexamethasone,The barbiturate decreases the effect of the corticosteroid,
DB00475,DB00501,Chlordiazepoxide,Cimetidine,Cimetidine increases the effect of the benzodiazepine,
DB00475,DB00582,Chlordiazepoxide,Voriconazole,The imidazole increases the effect of the benzodiazepine,
DB00475,DB01167,Chlordiazepoxide,Itraconazole,The imidazole increases the effect of the benzodiazepine,
DB00475,DB01320,Chlordiazepoxide,Fosphenytoin,"Possible increased levels of the hydantoin, decrease of benzodiazepine",
DB00476,DB00537,Duloxetine,Ciprofloxacin,Ciprofloxacin increases the effect/toxicity of duloxetine,
DB00476,DB00540,Duloxetine,Nortriptyline,Possible increase in the levels of this agent when used with duloxetine,
DB00476,DB00780,Duloxetine,Phenelzine,Possible severe adverse reaction with this combination,
DB00476,DB01151,Duloxetine,Desipramine,Possible increase in the levels of this agent when used with duloxetine,
DB00476,DB01182,Duloxetine,Propafenone,Possible increase in the levels of this agent when used with duloxetine,
DB00476,DB01195,Duloxetine,Flecainide,Possible increase in the levels of this agent when used with duloxetine,
DB00476,DB01367,Duloxetine,Rasagiline,Possible severe adverse reaction with this combination,
DB00477,DB00571,Chlorpromazine,Propranolol,Increased effect of both drugs,Moderate
DB00477,DB00843,Chlorpromazine,Donepezil,Possible antagonism of action,
DB00477,DB01137,Chlorpromazine,Levofloxacin,Increased risk of cardiotoxicity and arrhythmias,
DB00477,DB01576,Chlorpromazine,Dextroamphetamine,"Decreased anorexic effect, may increases psychotic symptoms",
DB00479,DB00695,Amikacin,Furosemide,Increased ototoxicity,
DB00479,DB00728,Amikacin,Rocuronium,The agent increases the effect of muscle relaxant,
DB00479,DB01112,Amikacin,Cefuroxime,Increased risk of nephrotoxicity,
DB00479,DB01212,Amikacin,Ceftriaxone,Increased risk of nephrotoxicity,
DB00479,DB01327,Amikacin,Cefazolin,Increased risk of nephrotoxicity,
DB00479,DB01331,Amikacin,Cefoxitin,Increased risk of nephrotoxicity,
DB00479,DB01339,Amikacin,Vecuronium,The agent increases the effect of muscle relaxant,
DB00481,DB00783,Raloxifene,Estradiol,Association not recommended,
DB00481,DB01432,Raloxifene,Cholestyramine,The resin decreases the effect of raloxifene,
DB00482,DB00682,Celecoxib,Warfarin,Increases the anticoagulant effect,
DB00482,DB01356,Celecoxib,Lithium cation,The COX-2 inhibitor increases serum levels of lithium,
DB00485,DB00563,Dicloxacillin,Methotrexate,The penicillin increases the effect and toxicity of methotrexate,
DB00485,DB00682,Dicloxacillin,Warfarin,The IV penicillin increases the anticoagulant effect,
DB00485,DB00977,Dicloxacillin,Ethinylestradiol,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00485,DB01017,Dicloxacillin,Minocycline,Possible antagonism of action,
DB00489,DB00554,Sotalol,Piroxicam,Risk of inhibition of renal prostaglandins,
DB00489,DB00575,Sotalol,Clonidine,Increased hypertension when clonidine stopped,
DB00489,DB00668,Sotalol,Epinephrine,"Hypertension, then bradycardia",
DB00489,DB00871,Sotalol,Terbutaline,Antagonism,
DB00489,DB00983,Sotalol,Formoterol,Antagonism,
DB00489,DB01050,Sotalol,Ibuprofen,Risk of inhibition of renal prostaglandins,
DB00489,DB01137,Sotalol,Levofloxacin,Increased risk of cardiotoxicity and arrhythmias,
DB00489,DB01223,Sotalol,Aminophylline,Antagonism of action and increased effect of theophylline,
DB00490,DB00503,Buspirone,Ritonavir,Ritonavir increases the effect and toxicity of buspirone,
DB00490,DB00661,Buspirone,Verapamil,The calcium channel blocker increases the effect and toxicity of buspirone,
DB00490,DB01026,Buspirone,Ketoconazole,The macrolide increases the effect and toxicity of buspirone,
DB00490,DB01045,Buspirone,Rifampicin,Rifampin decreases the effect of buspirone,
DB00490,DB01211,Buspirone,Clarithromycin,Clarithromycin increases the effect and toxicity of buspirone,
DB00490,DB01367,Buspirone,Rasagiline,Possible blood pressure elevation,
DB00492,DB00697,Fosinopril,Tizanidine,Tizanidine increases the risk of hypotension with the ACE inhibitor,
DB00493,DB00684,Cefotaxime,Tobramycin,Increased risk of nephrotoxicity,
DB00493,DB00798,Cefotaxime,Gentamicin,Increased risk of nephrotoxicity,
DB00493,DB00994,Cefotaxime,Neomycin,Increased risk of nephrotoxicity,
DB00494,DB00668,Entacapone,Epinephrine,Entacapone increases the effect and toxicity of sympathomimetics,
DB00494,DB00714,Entacapone,Apomorphine,Entacapone increases the effect and toxicity of sympathomimetics,
DB00495,DB01004,Zidovudine,Ganciclovir,Hematotoxicity,
DB00495,DB01117,Zidovudine,Atovaquone,Atovaquone increases the effect and toxicity of zidovudine,
DB00495,DB01610,Zidovudine,Valganciclovir,"The adverse/toxic effects of Zidovudine, a reverse transcriptase inhibitor (nucleoside), may be enhanced by Valganciclovir. There is a significant risk of hematologic toxicity. Concomitant therapy should be avoided.",
DB00497,DB00501,Oxycodone,Cimetidine,Cimetidine increases the effect of the narcotic,
DB00497,DB00704,Oxycodone,Naltrexone,Naltrexone may precipitate a withdrawal syndrome in opioid-dependent individuals,
DB00497,DB00715,Oxycodone,Paroxetine,Increased risk of serotonin syndrome,
DB00497,DB01104,Oxycodone,Sertraline,Increased risk of serotonin syndrome,
DB00497,DB01175,Oxycodone,Escitalopram,Increased risk of serotonin syndrome,
DB00501,DB00571,Cimetidine,Propranolol,Increases the effect of the beta-blocker,
DB00501,DB00598,Cimetidine,Labetalol,Cimetidine increases the effect of the beta-blocker,
DB00501,DB00682,Cimetidine,Warfarin,The anti-H2 increases the anticoagulant effect,
DB00501,DB00683,Cimetidine,Midazolam,Increases the effect of the benzodiazepine,
DB00501,DB00813,Cimetidine,Fentanyl,Increases the effect of the narcotic,
DB00501,DB00829,Cimetidine,Diazepam,Increases the effect of the benzodiazepine,
DB00501,DB00843,Cimetidine,Donepezil,Possible antagonism of action,
DB00501,DB00844,Cimetidine,Nalbuphine,Increases the effect of the narcotic,
DB00501,DB00956,Cimetidine,Hydrocodone,Increases the effect of the narcotic,
DB00501,DB01068,Cimetidine,Clonazepam,Increases the effect of the benzodiazepine,
DB00501,DB01142,Cimetidine,Doxepin,Increases the effect of tricyclic agent,
DB00501,DB01195,Cimetidine,Flecainide,Increases serum levels of flecainide,
DB00501,DB01320,Cimetidine,Fosphenytoin,Increases the effect of hydantoin,
DB00502,DB00564,Haloperidol,Carbamazepine,Carbamazepine decreases the effect of haloperidol,Moderate
DB00502,DB00571,Haloperidol,Propranolol,Increased effect of both drugs,Moderate
DB00502,DB00572,Haloperidol,Atropine,The anticholinergic increases the risk of psychosis and tardive dyskinesia,
DB00502,DB00662,Haloperidol,Trimethobenzamide,"Trimethobenzamide and Haloperidol, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00502,DB00679,Haloperidol,Thioridazine,Increased risk of cardiotoxicity and arrhythmias,
DB00502,DB00747,Haloperidol,Scopolamine,The anticholinergic increases the risk of psychosis and tardive dyskinesia,
DB00502,DB00771,Haloperidol,Clidinium,The anticholinergic increases the risk of psychosis and tardive dyskinesia,
DB00502,DB00804,Haloperidol,Dicyclomine,The anticholinergic increases the risk of psychosis and tardive dyskinesia,
DB00502,DB00986,Haloperidol,Glycopyrronium,The anticholinergic increases the risk of psychosis and tardive dyskinesia,
DB00502,DB01026,Haloperidol,Ketoconazole,The imidazole increases the effect and toxicity of haloperidol,
DB00502,DB01045,Haloperidol,Rifampicin,The rifamycin decreases the effect of haloperidol,
DB00502,DB01167,Haloperidol,Itraconazole,The imidazole increases the effect and toxicity of haloperidol,
DB00502,DB01173,Haloperidol,Orphenadrine,The anticholinergic increases the risk of psychosis and tardive dyskinesia,
DB00502,DB01356,Haloperidol,Lithium cation,Possible extrapyramidal effects and neurotoxicity with this combination,Major
DB00503,DB00656,Ritonavir,Trazodone,Ritonavir increases levels/effect of trazodone,
DB00503,DB00683,Ritonavir,Midazolam,The protease inhibitor increases the effect of benzodiazepine,
DB00503,DB00813,Ritonavir,Fentanyl,Ritonavir increases the effect and toxicity of fentanyl/alfentanyl,
DB00503,DB00829,Ritonavir,Diazepam,The protease inhibitor increases the effect of the benzodiazepine,
DB00503,DB00977,Ritonavir,Ethinylestradiol,Ritonavir could decrease the contraceptive efficacy,
DB00503,DB01048,Ritonavir,Abacavir,The serum concentration of Abacavir may be decreased by protease inhibitors such as Ritonavir. The antiviral response should be closely monitored.,
DB00503,DB01068,Ritonavir,Clonazepam,The protease inhibitor increases the effect of the benzodiazepine,
DB00503,DB01072,Ritonavir,Atazanavir,Association with dose adjustment,
DB00503,DB01076,Ritonavir,Atorvastatin,Ritonavir increases the effect and toxicity of the statin,
DB00503,DB01118,Ritonavir,Amiodarone,Ritonavir increases the effect and toxicity of amiodarone,
DB00503,DB01142,Ritonavir,Doxepin,Ritonavir increases the effect and toxicity of tricyclics,
DB00503,DB01156,Ritonavir,Bupropion,Ritonavir increases the effect and toxicity of bupropion,
DB00503,DB01167,Ritonavir,Itraconazole,The imidazole increases the effect and toxicity of ritonavir,
DB00503,DB01223,Ritonavir,Aminophylline,Ritonavir decreases the effect of theophylline,
DB00514,DB00715,Dextromethorphan,Paroxetine,Combination associated with possible serotoninergic syndrome,
DB00514,DB00857,Dextromethorphan,Terbinafine,Terbinafine increases dextromethorphan levels,
DB00514,DB00908,Dextromethorphan,Quinidine,Quinidine increases the toxicity of dextromethorphan,
DB00514,DB01043,Dextromethorphan,Memantine,Increased risk of CNS adverse effects,
DB00515,DB00563,Cisplatin,Methotrexate,Cisplatin increases methotrexate toxicity,
DB00515,DB00684,Cisplatin,Tobramycin,Increased risk of nephrotoxicity,
DB00515,DB00695,Cisplatin,Furosemide,Increased ototoxicity,
DB00515,DB00798,Cisplatin,Gentamicin,Increased risk of nephrotoxicity,
DB00515,DB01229,Cisplatin,Paclitaxel,Cisplatin increases the effect and toxicity of paclitaxel,
DB00515,DB01320,Cisplatin,Fosphenytoin,The antineoplasic agent decreases the effect of hydantoin,
DB00519,DB00697,Trandolapril,Tizanidine,Tizanidine increases the risk of hypotension with the ACE inhibitor,
DB00524,DB00915,Metolazone,Amantadine,The diuretic increases the adverse effects of amantadine,
DB00529,DB00537,Foscarnet,Ciprofloxacin,Increased risk of convulsions,
DB00530,DB01211,Erlotinib,Clarithromycin,This CYP3A4 inhibitor increases levels/toxicity of erlotinib,
DB00531,DB00682,Cyclophosphamide,Warfarin,Increases the anticoagulant effect,
DB00537,DB00563,Ciprofloxacin,Methotrexate,Increases methotrexate toxicity,
DB00537,DB00658,Ciprofloxacin,Sevelamer,Sevelamer decreases ciprofloxacin bioavailability,
DB00537,DB00682,Ciprofloxacin,Warfarin,The quinolone increases the anticoagulant effect,Major
DB00537,DB00697,Ciprofloxacin,Tizanidine,Increases the effect/toxicity of tizanidine,
DB00537,DB00893,Ciprofloxacin,Iron Dextran,Formation of non-absorbable complexes,
DB00537,DB00980,Ciprofloxacin,Ramelteon,Ciprofloxacin increases levels/toxicity of ramelteon,
DB00537,DB01223,Ciprofloxacin,Aminophylline,The quinolone increases the effect of theophylline,Major
DB00537,DB01320,Ciprofloxacin,Fosphenytoin,Decreases the hydantoin effect,
DB00537,DB01367,Ciprofloxacin,Rasagiline,Increases effect/toxicity of rasagiline,
DB00537,DB01373,Ciprofloxacin,Calcium,Formation of non-absorbable complexes,
DB00537,DB01377,Ciprofloxacin,Magnesium oxide,Formation of non-absorbable complexes,
DB00537,DB01402,Ciprofloxacin,Bismuth subsalicylate,Formation of non-absorbable complexes,
DB00537,DB01592,Ciprofloxacin,Iron,Formation of non-absorbable complexes,Moderate
DB00540,DB00564,Nortriptyline,Carbamazepine,The tricyclic increases the effect of carbamazepine,Moderate
DB00540,DB00575,Nortriptyline,Clonidine,The tricyclic decreases the effect of clonidine,
DB00540,DB00662,Nortriptyline,Trimethobenzamide,"Trimethobenzamide and Nortriptyline, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00540,DB00668,Nortriptyline,Epinephrine,The tricyclic increases the sympathomimetic effect,
DB00540,DB00841,Nortriptyline,Dobutamine,The tricyclic increases the sympathomimetic effect,
DB00540,DB00843,Nortriptyline,Donepezil,Possible antagonism of action,
DB00540,DB00852,Nortriptyline,Pseudoephedrine,The tricyclic increases the sympathomimetic effect,
DB00540,DB00857,Nortriptyline,Terbinafine,Terbinafine increases the effect and toxicity of the tricyclic,
DB00540,DB00988,Nortriptyline,Dopamine,The tricyclic increases the sympathomimetic effect,
DB00540,DB01001,Nortriptyline,Salbutamol,The tricyclic increases the sympathomimetic effect,Moderate
DB00540,DB01045,Nortriptyline,Rifampicin,The rifamycin decreases the effect of tricyclics,
DB00540,DB01064,Nortriptyline,Isoprenaline,The tricyclic increases the sympathomimetic effect,
DB00540,DB01072,Nortriptyline,Atazanavir,Atazanavir increases the effect and toxicity of tricyclics,
DB00540,DB01364,Nortriptyline,Ephedrine,The tricyclic increases the sympathomimetic effect,
DB00540,DB01367,Nortriptyline,Rasagiline,Possibility of severe adverse effects,
DB00541,DB00673,Vincristine,Aprepitant,Aprepitant may change levels of chemotherapy agent,
DB00542,DB00594,Benazepril,Amiloride,Increased risk of hyperkaliemia,
DB00542,DB00697,Benazepril,Tizanidine,Tizanidine increases the risk of hypotension with the ACE inhibitor,
DB00542,DB01356,Benazepril,Lithium cation,The ACE inhibitor increases serum levels of lithium,
DB00543,DB01001,Amoxapine,Salbutamol,The tricyclic increases the sympathomimetic effect,
DB00544,DB00682,Fluorouracil,Warfarin,The antineoplasic agent increases the anticoagulant effect,
DB00544,DB00916,Fluorouracil,Metronidazole,Risk of 5-FU toxicity when associated with metronidazole,
DB00545,DB00620,Pyridostigmine,Triamcinolone,The corticosteroid decreases the effect of anticholinesterases,
DB00545,DB00635,Pyridostigmine,Prednisone,The corticosteroid decreases the effect of anticholinesterases,
DB00545,DB00687,Pyridostigmine,Fludrocortisone,The corticosteroid decreases the effect of anticholinesterases,
DB00545,DB00741,Pyridostigmine,Hydrocortisone,The corticosteroid decreases the effect of anticholinesterases,
DB00545,DB00860,Pyridostigmine,Prednisolone,The corticosteroid decreases the effect of anticholinesterases,
DB00545,DB00959,Pyridostigmine,Methylprednisolone,The corticosteroid decreases the effect of anticholinesterases,
DB00545,DB01234,Pyridostigmine,Dexamethasone,The corticosteroid decreases the effect of anticholinesterases,
DB00545,DB01284,Pyridostigmine,Tetracosactide,The corticosteroid decreases the effect of anticholinesterases,
DB00554,DB00571,Piroxicam,Propranolol,Risk of inhibition of renal prostaglandins,
DB00554,DB00612,Piroxicam,Bisoprolol,Risk of inhibition of renal prostaglandins,
DB00554,DB00960,Piroxicam,Pindolol,Risk of inhibition of renal prostaglandins,
DB00554,DB01136,Piroxicam,Carvedilol,Risk of inhibition of renal prostaglandins,
DB00555,DB00564,Lamotrigine,Carbamazepine,Carbamazepine decreases the effect of lamotrigine,
DB00555,DB00717,Lamotrigine,Norethisterone,The oral contraceptive decreases the effect of lamotrigine,
DB00555,DB00977,Lamotrigine,Ethinylestradiol,The oral contraceptive decreases the effect of lamotrigine,
DB00555,DB01045,Lamotrigine,Rifampicin,Rifampin decreases levels of lamotrigine,
DB00555,DB01320,Lamotrigine,Fosphenytoin,Phenytoin may reduce levels of lamotrigine,
DB00557,DB00662,Hydroxyzine,Trimethobenzamide,"Trimethobenzamide and Hydroxyzine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00557,DB00843,Hydroxyzine,Donepezil,Possible antagonism of action,
DB00557,DB00989,Hydroxyzine,Rivastigmine,Possible antagonism of action,
DB00559,DB00641,Bosentan,Simvastatin,Bosentan could decrease the statin effect,
DB00559,DB00682,Bosentan,Warfarin,Increases the anticoagulant effect,
DB00560,DB00682,Tigecycline,Warfarin,Tigecycline increases the anticoagulant effect,
DB00563,DB00586,Methotrexate,Diclofenac,The NSAID increases the effect and toxicity of methotrexate,
DB00563,DB00605,Methotrexate,Sulindac,The NSAID increases the effect and toxicity of methotrexate,
DB00563,DB00749,Methotrexate,Etodolac,The NSAID increases the effect and toxicity of methotrexate,
DB00563,DB00759,Methotrexate,Tetracycline,The tetracycline increases methotrexate toxicity,
DB00563,DB00766,Methotrexate,Clavulanic acid,The penicillin increases the effect and toxicity of methotrexate,
DB00563,DB00788,Methotrexate,Naproxen,The NSAID increases the effect and toxicity of methotrexate,
DB00563,DB00945,Methotrexate,Acetylsalicylic acid,The salicylate increases the effect and toxicity of methotrexate,
DB00563,DB00991,Methotrexate,Oxaprozin,The NSAID increases the effect and toxicity of methotrexate,
DB00563,DB01015,Methotrexate,Sulfamethoxazole,The sulfamide increases the toxicity of methotrexate,
DB00563,DB01032,Methotrexate,Probenecid,Probenecid increases the effect and toxicity of methotrexate,
DB00563,DB01050,Methotrexate,Ibuprofen,The NSAID increases the effect and toxicity of methotrexate,
DB00563,DB01053,Methotrexate,Benzylpenicillin,The penicillin increases the effect and toxicity of methotrexate,
DB00563,DB01060,Methotrexate,Amoxicillin,The penicillin increases the effect and toxicity of methotrexate,
DB00563,DB01320,Methotrexate,Fosphenytoin,The antineoplasic agent decreases the effect of hydantoin,
DB00563,DB01399,Methotrexate,Salsalate,The salicylate increases the effect and toxicity of methotrexate,
DB00563,DB01402,Methotrexate,Bismuth subsalicylate,The salicylate increases the effect and toxicity of methotrexate,
DB00563,DB01432,Methotrexate,Cholestyramine,Decreased levels of methotrexate,
DB00563,DB01611,Methotrexate,Hydroxychloroquine,Hydroxychloroquine increases the effect and toxicity of methotrexate,
DB00564,DB00582,Carbamazepine,Voriconazole,Decreases the effect of voriconazole,
DB00564,DB00641,Carbamazepine,Simvastatin,Decreases the effect of the statin,Moderate
DB00564,DB00661,Carbamazepine,Verapamil,Verapamil increases the effect of carbamazepine,Major
DB00564,DB00673,Carbamazepine,Aprepitant,This CYP3A4 inducer decreases the effect of aprepitant,
DB00564,DB00682,Carbamazepine,Warfarin,Decreases the anticoagulant effect,Moderate
DB00564,DB00683,Carbamazepine,Midazolam,Reduces the effect of the benzodiazepine,
DB00564,DB00717,Carbamazepine,Norethisterone,This product may cause a slight decrease of contraceptive effect,Major
DB00564,DB00734,Carbamazepine,Risperidone,Decreases the effect of risperidone,
DB00564,DB00916,Carbamazepine,Metronidazole,Metronidazole increases the effect of carbamazepine,Moderate
DB00564,DB00949,Carbamazepine,Felbamate,Decreased effect of both products,
DB00564,DB00977,Carbamazepine,Ethinylestradiol,This product might cause a slight decrease of contraceptive effect,Major
DB00564,DB01023,Carbamazepine,Felodipine,Decreases the effect of felodipine,
DB00564,DB01026,Carbamazepine,Ketoconazole,The imidazole increases the effect of carbamazepine,
DB00564,DB01062,Carbamazepine,Oxybutynin,Oxybutynin may cause carbamazepine toxicity,
DB00564,DB01076,Carbamazepine,Atorvastatin,Decreases the effect of the statin,
DB00564,DB01104,Carbamazepine,Sertraline,Sertraline increases the effect of carbamazepine,
DB00564,DB01142,Carbamazepine,Doxepin,The tricyclic increases the effect of carbamazepine,
DB00564,DB01156,Carbamazepine,Bupropion,Decreases the effect of bupropion,
DB00564,DB01202,Carbamazepine,Levetiracetam,This association may increase the risks of carbamazepine toxicity,
DB00564,DB01211,Carbamazepine,Clarithromycin,The macrolide increases the effect of carbamazepine,
DB00564,DB01223,Carbamazepine,Aminophylline,Increases or decreases the effect of theophylline,Moderate
DB00564,DB01238,Carbamazepine,Aripiprazole,Decreases the effect of aripiprazole,
DB00567,DB01032,Cephalexin,Probenecid,Probenecid increases the antibiotic's level,
DB00570,DB00673,Vinblastine,Aprepitant,Aprepitant may change levels of chemotherapy agent,
DB00571,DB00575,Propranolol,Clonidine,Increased hypertension when clonidine stopped,
DB00571,DB00661,Propranolol,Verapamil,Increased effect of both drugs,Major
DB00571,DB00668,Propranolol,Epinephrine,"Hypertension, then bradycardia",
DB00571,DB00696,Propranolol,Ergotamine,Ischemia with risk of gangrene,
DB00571,DB00715,Propranolol,Paroxetine,The SSRI increases the effect of the beta-blocker,
DB00571,DB00794,Propranolol,Primidone,The barbiturate decreases the effect of metabolized beta-blocker,
DB00571,DB00871,Propranolol,Terbutaline,Antagonism,
DB00571,DB00912,Propranolol,Repaglinide,The beta-blocker decreases the symptoms of hypoglycemia,
DB00571,DB00938,Propranolol,Salmeterol,Antagonism,
DB00571,DB00953,Propranolol,Rizatriptan,Propranolol increases the effect and toxicity of rizatriptan,
DB00571,DB00968,Propranolol,Methyldopa,Possible hypertensive crisis,Major
DB00571,DB00983,Propranolol,Formoterol,Antagonism,
DB00571,DB01001,Propranolol,Salbutamol,Antagonism,Major
DB00571,DB01016,Propranolol,Glyburide,The beta-blocker decreases the symptoms of hypoglycemia,Moderate
DB00571,DB01045,Propranolol,Rifampicin,Rifampin decreases the effect of the metabolized beta-blocker,
DB00571,DB01050,Propranolol,Ibuprofen,Risk of inhibition of renal prostaglandins,Moderate
DB00571,DB01064,Propranolol,Isoprenaline,Antagonism,
DB00571,DB01067,Propranolol,Glipizide,The beta-blocker decreases the symptoms of hypoglycemia,
DB00571,DB01104,Propranolol,Sertraline,The SSRI increases the effect of the beta-blocker,
DB00571,DB01174,Propranolol,Phenobarbital,The barbiturate decreases the effect of metabolized beta-blocker,Moderate
DB00571,DB01175,Propranolol,Escitalopram,The SSRI increases the effect of the beta-blocker,
DB00571,DB01182,Propranolol,Propafenone,Propafenone increases the effect of the beta-blocker,
DB00571,DB01223,Propranolol,Aminophylline,Antagonism of action and increased effect of theophylline,Major
DB00571,DB01275,Propranolol,Hydralazine,Increased effect of both drugs,
DB00572,DB00662,Atropine,Trimethobenzamide,"Trimethobenzamide and Atropine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00572,DB00843,Atropine,Donepezil,Possible antagonism of action,
DB00575,DB00598,Clonidine,Labetalol,Increased hypertension when clonidine stopped,
DB00575,DB00612,Clonidine,Bisoprolol,Increased hypertension when clonidine stopped,
DB00575,DB00960,Clonidine,Pindolol,Increased hypertension when clonidine stopped,
DB00575,DB01136,Clonidine,Carvedilol,Increased hypertension when clonidine stopped,
DB00575,DB01142,Clonidine,Doxepin,The tricyclic decreases the effect of clonidine,
DB00575,DB01151,Clonidine,Desipramine,The tricyclic decreases the effect of clonidine,
DB00575,DB01193,Clonidine,Acebutolol,Increased hypertension when clonidine stopped,
DB00575,DB01203,Clonidine,Nadolol,Increased hypertension when clonidine stopped,
DB00575,DB01242,Clonidine,Clomipramine,The tricyclic decreases the effect of clonidine,
DB00582,DB00615,Voriconazole,Rifabutin,Rifabutin decreases the effect of voriconazole,
DB00582,DB00683,Voriconazole,Midazolam,The imidazole increases the effect of benzodiazepine,
DB00582,DB00794,Voriconazole,Primidone,The barbiturate decreases the effect of voriconazole,
DB00582,DB00813,Voriconazole,Fentanyl,The imidazole increases levels/toxicity of fentanyl,
DB00582,DB00829,Voriconazole,Diazepam,The imidazole increases the effect of the benzodiazepine,
DB00582,DB01045,Voriconazole,Rifampicin,Rifampin decreases the effect of voriconazole,
DB00582,DB01068,Voriconazole,Clonazepam,The imidazole increases the effect of the benzodiazepine,
DB00582,DB01174,Voriconazole,Phenobarbital,The barbiturate decreases the effect of voriconazole,
DB00582,DB01320,Voriconazole,Fosphenytoin,The hydantoin decreases the effect of voriconazole,
DB00584,DB00594,Enalapril,Amiloride,Increased risk of hyperkaliemia,
DB00584,DB00697,Enalapril,Tizanidine,Tizanidine increases the risk of hypotension with the ACE inhibitor,
DB00586,DB00630,Diclofenac,Alendronic acid,Increased risk of gastric toxicity,Moderate
DB00586,DB00682,Diclofenac,Warfarin,The NSAID increases the anticoagulant effect,Major
DB00586,DB01045,Diclofenac,Rifampicin,Decreased levels/effect of the NSAID,
DB00586,DB01356,Diclofenac,Lithium cation,The NSAID increases serum levels of lithium,
DB00590,DB00820,Doxazosin,Tadalafil,Risk of significant hypotension with this association,
DB00594,DB00678,Amiloride,Losartan,Increased risk of hyperkaliemia,
DB00594,DB00700,Amiloride,Eplerenone,The association presents an ncreased risk of hyperkaliemia,
DB00594,DB00722,Amiloride,Lisinopril,Increased risk of hyperkaliemia,
DB00594,DB00796,Amiloride,Candesartan cilexetil,Increased risk of hyperkaliemia,
DB00594,DB00966,Amiloride,Telmisartan,Increased risk of hyperkaliemia,
DB00594,DB01029,Amiloride,Irbesartan,Increased risk of hyperkaliemia,
DB00594,DB01197,Amiloride,Captopril,Increased risk of hyperkaliemia,
DB00594,DB01344,Amiloride,Tolevamer,Antagonism of action,
DB00598,DB00661,Labetalol,Verapamil,Increased effect of both drugs,
DB00598,DB00668,Labetalol,Epinephrine,"Hypertension, then bradycardia",
DB00598,DB00871,Labetalol,Terbutaline,Antagonism,
DB00598,DB00912,Labetalol,Repaglinide,The beta-blocker decreases the symptoms of hypoglycemia,
DB00598,DB00938,Labetalol,Salmeterol,Antagonism,
DB00598,DB00983,Labetalol,Formoterol,Antagonism,
DB00598,DB01001,Labetalol,Salbutamol,Antagonism,
DB00598,DB01016,Labetalol,Glyburide,The beta-blocker decreases the symptoms of hypoglycemia,
DB00598,DB01050,Labetalol,Ibuprofen,Risk of inhibition of renal prostaglandins,
DB00598,DB01064,Labetalol,Isoprenaline,Antagonism,
DB00598,DB01067,Labetalol,Glipizide,The beta-blocker decreases the symptoms of hypoglycemia,
DB00601,DB00668,Linezolid,Epinephrine,Possible increase of arterial pressure,
DB00601,DB00715,Linezolid,Paroxetine,Combination associated with possible serotoninergic syndrome,
DB00601,DB00841,Linezolid,Dobutamine,Possible increase of arterial pressure,
DB00601,DB00852,Linezolid,Pseudoephedrine,Possible increase of arterial pressure,
DB00601,DB00988,Linezolid,Dopamine,Possible increase of arterial pressure,
DB00601,DB01001,Linezolid,Salbutamol,Possible increase of arterial pressure,
DB00601,DB01064,Linezolid,Isoprenaline,Possible increase of arterial pressure,
DB00601,DB01104,Linezolid,Sertraline,Combination associated with possible serotoninergic syndrome,
DB00601,DB01175,Linezolid,Escitalopram,Combination associated with possible serotoninergic syndrome,
DB00601,DB01364,Linezolid,Ephedrine,Possible increase of arterial pressure,
DB00603,DB00682,Medroxyprogesterone acetate,Warfarin,The agent increases the effect of anticoagulant,None
DB00603,DB01174,Medroxyprogesterone acetate,Phenobarbital,The enzyme inducer decreases the effect of hormones,Moderate
